,"X,Y","""Convertidores Estaticos""
20:AA:4B:AE:FD:0A","""FabLab""
AC:84:C6:3E:EF:51","""linksys""
00:25:9C:98:4B:7D","""AP_1612927617""
BC:54:F9:FC:7F:60","""Lab ERNC""
00:90:4C:91:00:03","""Vibraciones""
50:C7:BF:DD:C3:B3","""Baxter""
EC:22:80:F3:EB:EA","""Laboratorio de Redes""
48:F8:B3:22:4C:FA","""Lab Energia Renovable 2""
98:FC:11:54:32:53","""Microondas""
48:F8:B3:22:4D:4B","""Docentes FI""
0E:18:D6:CB:01:A4","""Sala Dise\xC3\xB1o""
0A:18:D6:CB:01:A4","""CE5CFB""
98:FC:11:E2:A6:A5","""Lab 212""
00:23:CD:18:65:9C","""Ing. Civil Telecomunicaciones""
00:1E:E5:7B:E0:BE","""Comunicaciones FP 2,4""
14:91:82:30:FD:F6"
2034,"(0,2)",-67,-70,-71,-72,-57,-77,-78,-77,-74,-79,-70,-77,-76,-63,-80,-78
2035,"(0,2)",-67,-70,-71,-72,-54,-77,-78,-77,-75,-79,-70,-77,-76,-63,-80,-78
2036,"(0,2)",-67,-70,-71,-72,-52,-77,-79,-77,-75,-79,-70,-77,-76,-63,-80,-78
2037,"(0,2)",-67,-70,-71,-72,-52,-77,-79,-77,-76,-79,-70,-77,-76,-63,-80,-78
2038,"(0,2)",-67,-70,-71,-72,-52,-77,-78,-76,-76,-79,-70,-77,-76,-64,-80,-78
2039,"(0,2)",-67,-70,-71,-72,-52,-77,-77,-75,-76,-79,-70,-77,-76,-64,-80,-78
2040,"(0,2)",-67,-70,-71,-72,-52,-77,-77,-75,-76,-79,-70,-77,-75,-65,-80,-78
2041,"(0,2)",-67,-70,-72,-72,-52,-77,-76,-76,-76,-79,-70,-77,-76,-69,-80,-78
2042,"(0,2)",-67,-70,-71,-71,-52,-77,-76,-76,-76,-79,-70,-77,-76,-65,-80,-78
2043,"(0,2)",-67,-70,-71,-71,-52,-77,-77,-76,-76,-79,-70,-77,-76,-63,-80,-78
2044,"(0,2)",-67,-70,-71,-71,-52,-77,-77,-75,-77,-79,-70,-77,-77,-62,-80,-78
2045,"(0,2)",-67,-70,-71,-71,-52,-77,-77,-76,-77,-79,-70,-77,-76,-63,-83,-78
2046,"(0,2)",-67,-70,-71,-71,-52,-77,-77,-76,-77,-79,-70,-77,-76,-63,-83,-78
2047,"(0,2)",-67,-70,-71,-71,-52,-77,-76,-77,-77,-79,-70,-77,-76,-63,-82,-78
2048,"(0,2)",-67,-70,-71,-71,-52,-78,-76,-77,-76,-79,-70,-77,-76,-63,-82,-78
2049,"(0,2)",-67,-70,-71,-71,-52,-78,-77,-77,-75,-79,-70,-77,-76,-64,-82,-78
2050,"(0,2)",-67,-71,-71,-71,-52,-78,-76,-77,-75,-79,-70,-77,-76,-64,-81,-78
2051,"(0,2)",-67,-71,-71,-71,-52,-78,-77,-77,-75,-79,-70,-77,-77,-67,-81,-78
2052,"(0,2)",-67,-71,-71,-71,-52,-78,-77,-77,-76,-79,-70,-77,-77,-65,-81,-78
2053,"(0,2)",-67,-71,-71,-71,-52,-78,-77,-77,-75,-79,-70,-77,-76,-65,-81,-78
2054,"(0,2)",-67,-71,-71,-71,-52,-78,-77,-77,-75,-79,-70,-77,-77,-67,-81,-78
2055,"(0,2)",-67,-70,-72,-71,-52,-78,-77,-77,-74,-79,-70,-77,-77,-65,-81,-78
2056,"(0,2)",-67,-70,-72,-72,-52,-78,-77,-77,-75,-79,-70,-77,-76,-65,-81,-78
2057,"(0,2)",-67,-70,-72,-72,-52,-78,-76,-77,-75,-79,-70,-77,-76,-65,-81,-78
2058,"(0,2)",-67,-70,-72,-72,-52,-78,-77,-77,-77,-79,-70,-77,-76,-66,-81,-78
2059,"(0,2)",-67,-71,-72,-72,-52,-78,-77,-77,-77,-79,-70,-77,-76,-67,-81,-78
2060,"(0,2)",-67,-71,-72,-72,-52,-78,-77,-77,-77,-79,-70,-77,-76,-65,-81,-78
2061,"(0,2)",-67,-71,-72,-71,-52,-78,-77,-76,-77,-79,-70,-77,-76,-65,-81,-78
2062,"(0,2)",-67,-70,-72,-71,-52,-78,-77,-76,-78,-79,-70,-77,-76,-69,-81,-78
2063,"(0,2)",-67,-70,-72,-71,-55,-78,-77,-77,-78,-79,-70,-77,-76,-66,-81,-78
2064,"(0,2)",-67,-70,-72,-71,-54,-78,-76,-76,-78,-79,-70,-77,-77,-65,-81,-78
2065,"(0,2)",-67,-71,-72,-71,-54,-78,-77,-76,-77,-79,-70,-77,-77,-64,-81,-78
2066,"(0,2)",-67,-71,-72,-71,-53,-78,-77,-76,-77,-79,-70,-77,-76,-63,-81,-78
2067,"(0,2)",-67,-71,-72,-71,-52,-78,-81,-76,-77,-79,-70,-77,-76,-63,-80,-78
2068,"(0,2)",-67,-71,-72,-71,-52,-78,-80,-77,-76,-79,-70,-77,-76,-64,-80,-78
2069,"(0,2)",-67,-71,-71,-71,-52,-78,-78,-77,-76,-79,-70,-77,-76,-63,-80,-78
2070,"(0,2)",-67,-71,-71,-74,-57,-78,-77,-76,-76,-79,-70,-77,-77,-62,-80,-78
2071,"(0,2)",-67,-71,-71,-72,-54,-78,-77,-77,-77,-79,-70,-77,-76,-65,-80,-78
2072,"(0,2)",-67,-71,-71,-72,-53,-78,-77,-77,-77,-79,-70,-77,-76,-65,-80,-78
2073,"(0,2)",-67,-71,-71,-72,-52,-78,-77,-77,-76,-79,-70,-77,-77,-65,-80,-78
2074,"(0,2)",-67,-71,-71,-72,-52,-78,-80,-77,-77,-81,-70,-77,-76,-64,-80,-78
2075,"(0,2)",-67,-71,-71,-72,-52,-77,-78,-78,-77,-80,-71,-77,-77,-64,-80,-78
2076,"(0,2)",-67,-71,-71,-72,-52,-76,-78,-76,-77,-80,-71,-77,-77,-65,-80,-78
2077,"(0,2)",-67,-71,-71,-72,-52,-77,-78,-77,-76,-80,-71,-77,-76,-65,-79,-78
2078,"(0,2)",-67,-71,-71,-72,-52,-77,-78,-76,-76,-80,-75,-77,-77,-64,-79,-78
2079,"(0,2)",-67,-71,-72,-72,-52,-78,-78,-76,-77,-79,-74,-77,-76,-65,-79,-78
2080,"(0,2)",-67,-71,-72,-72,-52,-78,-76,-76,-76,-79,-72,-77,-78,-65,-79,-78
2081,"(0,2)",-67,-71,-72,-72,-52,-78,-77,-76,-76,-79,-71,-77,-78,-65,-79,-78
2082,"(0,2)",-67,-71,-72,-72,-52,-78,-77,-76,-75,-79,-71,-77,-78,-65,-79,-78
2083,"(0,2)",-67,-71,-72,-72,-52,-78,-77,-77,-75,-79,-70,-77,-77,-65,-79,-78
2084,"(0,2)",-67,-71,-71,-72,-52,-78,-77,-76,-76,-79,-70,-77,-76,-63,-79,-78
2085,"(0,2)",-67,-72,-71,-72,-52,-78,-77,-76,-76,-79,-70,-77,-76,-63,-79,-78
2086,"(0,2)",-67,-72,-71,-72,-52,-78,-76,-77,-76,-79,-70,-77,-76,-64,-79,-78
2087,"(0,2)",-67,-71,-71,-72,-52,-78,-77,-77,-77,-79,-70,-77,-77,-65,-79,-78
2088,"(0,2)",-67,-71,-71,-72,-52,-78,-77,-77,-77,-79,-70,-77,-76,-68,-79,-78
2089,"(0,2)",-67,-71,-71,-72,-52,-78,-77,-76,-76,-79,-70,-77,-77,-68,-79,-78
2090,"(0,2)",-67,-70,-71,-72,-52,-78,-77,-76,-76,-79,-70,-77,-76,-67,-79,-78
2091,"(0,2)",-67,-70,-72,-72,-52,-78,-77,-77,-76,-79,-70,-77,-76,-65,-79,-78
2092,"(0,2)",-67,-70,-72,-72,-52,-78,-77,-77,-77,-79,-70,-77,-76,-63,-79,-78
2093,"(0,2)",-67,-70,-72,-72,-52,-78,-77,-77,-77,-79,-70,-77,-75,-64,-79,-78
2094,"(0,2)",-67,-70,-71,-72,-52,-78,-76,-77,-76,-79,-70,-77,-75,-67,-79,-78
2095,"(0,2)",-67,-70,-71,-72,-52,-78,-76,-77,-76,-79,-70,-77,-76,-65,-79,-78
2096,"(0,2)",-67,-70,-71,-72,-52,-78,-76,-77,-76,-79,-70,-77,-77,-65,-79,-78
2097,"(0,2)",-67,-70,-71,-72,-52,-78,-77,-76,-77,-79,-72,-77,-76,-64,-79,-78
2098,"(0,2)",-67,-70,-71,-72,-52,-78,-76,-75,-77,-79,-71,-77,-78,-62,-79,-78
2099,"(0,2)",-67,-70,-70,-72,-52,-78,-77,-75,-76,-79,-71,-77,-78,-64,-79,-78
2100,"(0,2)",-67,-70,-71,-72,-52,-78,-77,-76,-76,-79,-71,-77,-80,-62,-79,-78
2101,"(0,2)",-67,-70,-71,-72,-52,-78,-77,-76,-76,-79,-71,-77,-79,-66,-79,-78
2102,"(0,2)",-67,-70,-71,-72,-52,-78,-77,-75,-76,-79,-71,-77,-79,-64,-79,-78
2103,"(0,2)",-67,-70,-71,-72,-52,-78,-77,-75,-76,-79,-71,-77,-78,-64,-79,-78
2104,"(0,2)",-67,-70,-71,-72,-52,-78,-77,-74,-76,-79,-71,-77,-78,-64,-79,-78
2105,"(0,2)",-67,-70,-71,-72,-52,-78,-77,-74,-77,-79,-71,-77,-78,-63,-79,-78
2106,"(0,2)",-67,-70,-71,-72,-52,-78,-77,-74,-76,-79,-70,-77,-78,-63,-79,-78
2107,"(0,2)",-67,-70,-71,-72,-52,-78,-76,-75,-77,-79,-70,-77,-78,-65,-79,-78
2108,"(0,2)",-67,-70,-71,-72,-52,-78,-77,-75,-75,-79,-70,-77,-78,-65,-79,-78
2109,"(0,2)",-67,-70,-71,-72,-52,-78,-77,-75,-76,-79,-70,-77,-78,-71,-79,-78
2110,"(0,2)",-67,-70,-72,-72,-52,-78,-76,-74,-76,-79,-70,-77,-78,-68,-79,-78
2111,"(0,2)",-67,-71,-72,-72,-52,-78,-77,-77,-76,-79,-70,-77,-78,-68,-79,-78
2112,"(0,2)",-67,-71,-72,-72,-52,-78,-77,-77,-77,-79,-70,-77,-77,-64,-79,-78
2113,"(0,2)",-67,-71,-72,-72,-52,-78,-77,-76,-81,-79,-70,-77,-77,-62,-79,-78
2114,"(0,2)",-67,-71,-72,-72,-52,-78,-76,-75,-81,-79,-70,-77,-77,-63,-79,-78
2115,"(0,2)",-67,-71,-72,-72,-52,-78,-77,-76,-79,-79,-70,-77,-76,-63,-79,-78
2116,"(0,2)",-67,-71,-72,-72,-52,-77,-76,-76,-78,-79,-70,-77,-76,-63,-79,-78
2117,"(0,2)",-66,-70,-72,-72,-52,-77,-76,-76,-78,-79,-70,-77,-76,-63,-79,-78
2118,"(0,2)",-66,-72,-72,-72,-52,-77,-75,-76,-77,-79,-70,-77,-77,-62,-79,-78
2119,"(0,2)",-66,-72,-72,-72,-52,-77,-75,-76,-77,-79,-70,-77,-75,-63,-79,-78
2120,"(0,2)",-66,-72,-71,-72,-52,-77,-76,-76,-77,-79,-70,-77,-76,-64,-79,-78
2121,"(0,2)",-66,-72,-70,-72,-52,-77,-77,-76,-77,-79,-70,-77,-76,-64,-79,-78
2122,"(0,2)",-66,-72,-71,-72,-52,-77,-77,-75,-76,-79,-70,-77,-77,-63,-79,-78
2123,"(0,2)",-66,-71,-71,-72,-52,-78,-76,-75,-76,-79,-71,-77,-76,-65,-79,-78
2124,"(0,2)",-66,-71,-70,-72,-52,-78,-77,-75,-77,-79,-71,-77,-77,-64,-79,-78
2125,"(0,2)",-66,-71,-70,-72,-52,-77,-77,-76,-77,-79,-70,-77,-77,-65,-79,-78
2126,"(0,2)",-66,-70,-70,-72,-52,-77,-77,-76,-77,-79,-70,-77,-77,-65,-79,-78
2127,"(0,2)",-66,-70,-71,-72,-52,-77,-77,-75,-77,-79,-70,-77,-77,-65,-79,-78
2128,"(0,2)",-66,-70,-71,-72,-52,-77,-77,-75,-77,-79,-70,-77,-76,-65,-79,-78
2129,"(0,2)",-66,-70,-71,-72,-52,-77,-77,-76,-77,-79,-70,-77,-75,-65,-79,-78
2130,"(0,2)",-66,-70,-71,-72,-52,-77,-78,-76,-77,-79,-70,-77,-75,-64,-79,-78
2131,"(0,2)",-66,-70,-71,-72,-52,-77,-78,-76,-77,-79,-70,-77,-75,-67,-79,-78
2132,"(0,2)",-66,-70,-71,-72,-52,-77,-77,-76,-77,-79,-70,-77,-76,-65,-79,-78
2133,"(0,2)",-66,-70,-71,-71,-52,-77,-77,-76,-77,-79,-70,-77,-78,-64,-79,-78
2134,"(0,2)",-66,-70,-71,-71,-52,-77,-79,-76,-77,-79,-70,-77,-76,-64,-79,-78
2135,"(0,2)",-66,-70,-71,-73,-52,-77,-79,-77,-77,-79,-70,-77,-76,-67,-79,-78
2136,"(0,2)",-66,-70,-71,-72,-52,-77,-77,-76,-77,-79,-70,-77,-76,-65,-81,-78
2137,"(0,2)",-66,-70,-71,-72,-52,-77,-77,-76,-77,-79,-70,-77,-76,-65,-84,-78
2138,"(0,2)",-66,-71,-71,-72,-52,-77,-77,-76,-78,-79,-70,-77,-76,-65,-83,-78
2139,"(0,2)",-66,-71,-71,-72,-52,-76,-77,-76,-78,-79,-70,-77,-76,-64,-82,-78
2140,"(0,2)",-66,-71,-71,-72,-52,-77,-77,-76,-78,-79,-70,-77,-76,-66,-81,-78
2141,"(0,2)",-66,-70,-72,-72,-52,-77,-77,-76,-78,-79,-70,-77,-77,-68,-81,-78
2142,"(0,2)",-66,-70,-72,-72,-52,-77,-77,-76,-77,-79,-71,-77,-76,-68,-81,-78
2143,"(0,2)",-66,-70,-72,-72,-52,-77,-77,-76,-76,-79,-71,-77,-76,-66,-81,-78
2144,"(0,2)",-66,-70,-72,-72,-52,-77,-77,-77,-76,-79,-70,-77,-77,-70,-81,-78
2145,"(0,2)",-66,-70,-72,-72,-52,-77,-77,-77,-77,-79,-70,-77,-76,-70,-81,-78
2146,"(0,2)",-66,-71,-72,-72,-52,-77,-76,-77,-77,-79,-70,-77,-77,-67,-81,-78
2147,"(0,2)",-66,-71,-72,-72,-52,-77,-77,-77,-77,-79,-70,-77,-77,-67,-81,-78
2148,"(0,2)",-66,-71,-72,-72,-52,-77,-77,-79,-77,-79,-70,-77,-77,-65,-81,-78
2149,"(0,2)",-66,-71,-72,-72,-52,-77,-76,-78,-77,-79,-70,-77,-77,-65,-81,-78
2150,"(0,2)",-66,-71,-72,-72,-52,-77,-77,-78,-77,-79,-70,-77,-76,-64,-81,-78
2151,"(0,2)",-66,-71,-72,-72,-52,-77,-77,-78,-77,-79,-70,-77,-76,-63,-81,-78
2152,"(0,2)",-66,-71,-72,-72,-52,-77,-76,-78,-78,-79,-70,-77,-76,-63,-81,-78
2153,"(0,2)",-66,-71,-72,-72,-52,-77,-77,-78,-78,-79,-70,-77,-76,-64,-81,-78
2154,"(0,2)",-66,-71,-72,-72,-52,-77,-77,-78,-78,-79,-70,-77,-77,-67,-81,-78
2155,"(0,2)",-66,-71,-71,-72,-52,-77,-77,-78,-77,-79,-70,-77,-77,-67,-81,-78
2156,"(0,2)",-66,-71,-71,-72,-52,-77,-78,-77,-76,-79,-70,-77,-76,-67,-80,-78
2157,"(0,2)",-66,-71,-71,-72,-52,-78,-77,-77,-76,-79,-70,-77,-76,-65,-80,-78
2158,"(0,2)",-66,-71,-71,-72,-52,-78,-77,-77,-76,-79,-70,-77,-76,-64,-80,-78
2159,"(0,2)",-66,-71,-71,-72,-52,-78,-76,-77,-77,-79,-70,-77,-76,-64,-80,-78
2160,"(0,2)",-66,-71,-71,-72,-52,-78,-77,-76,-77,-79,-70,-77,-76,-67,-80,-78
2161,"(0,2)",-66,-71,-70,-72,-52,-78,-76,-77,-76,-79,-70,-77,-76,-65,-80,-78
2162,"(0,2)",-66,-70,-70,-72,-52,-78,-77,-77,-76,-79,-70,-77,-77,-65,-80,-78
2163,"(0,2)",-66,-70,-70,-72,-52,-78,-78,-76,-77,-79,-70,-77,-77,-64,-80,-78
2164,"(0,2)",-66,-70,-70,-72,-52,-78,-78,-76,-76,-79,-70,-77,-76,-67,-80,-78
2165,"(0,2)",-66,-71,-71,-72,-52,-78,-77,-76,-76,-79,-70,-77,-76,-66,-80,-78
2166,"(0,2)",-66,-70,-71,-72,-52,-78,-77,-77,-76,-79,-70,-77,-76,-64,-80,-78
2167,"(0,2)",-66,-70,-71,-72,-52,-78,-77,-77,-75,-79,-70,-77,-76,-62,-83,-78
2168,"(0,2)",-66,-70,-71,-72,-52,-78,-76,-77,-76,-79,-70,-77,-75,-67,-81,-78
2169,"(0,2)",-66,-72,-71,-72,-52,-78,-75,-77,-76,-79,-70,-77,-76,-64,-81,-78
2170,"(0,2)",-66,-72,-71,-72,-52,-78,-76,-76,-76,-79,-70,-77,-76,-65,-81,-78
2171,"(0,2)",-66,-72,-71,-72,-52,-78,-76,-77,-76,-79,-70,-77,-77,-65,-81,-78
2172,"(0,2)",-66,-72,-71,-72,-52,-78,-76,-76,-76,-79,-70,-77,-76,-68,-81,-78
2173,"(0,2)",-66,-72,-71,-72,-55,-78,-76,-76,-77,-79,-70,-77,-76,-66,-81,-78
2174,"(0,2)",-66,-71,-71,-72,-54,-78,-77,-77,-76,-82,-70,-77,-75,-63,-81,-78
2175,"(0,2)",-66,-71,-71,-72,-52,-80,-77,-77,-77,-82,-70,-77,-76,-63,-80,-78
2176,"(0,2)",-66,-70,-71,-73,-52,-80,-78,-77,-77,-82,-70,-77,-75,-65,-80,-78
2177,"(0,2)",-66,-74,-71,-72,-52,-80,-78,-79,-77,-82,-70,-77,-75,-63,-80,-78
2178,"(0,2)",-66,-73,-71,-72,-52,-79,-78,-79,-77,-81,-70,-77,-76,-65,-80,-78
2179,"(0,2)",-66,-73,-70,-72,-52,-79,-78,-77,-77,-80,-70,-77,-76,-64,-80,-78
2180,"(0,2)",-66,-73,-70,-72,-52,-79,-78,-76,-77,-80,-70,-77,-77,-63,-80,-78
2181,"(0,2)",-66,-72,-70,-72,-52,-79,-78,-76,-76,-80,-70,-77,-76,-63,-80,-78
2182,"(0,2)",-66,-71,-70,-72,-52,-79,-78,-77,-77,-80,-70,-77,-76,-64,-80,-78
2183,"(0,2)",-66,-70,-70,-72,-52,-79,-78,-77,-77,-80,-70,-77,-75,-64,-80,-78
2184,"(0,2)",-66,-70,-70,-72,-52,-79,-77,-77,-77,-80,-70,-77,-76,-63,-80,-78
2185,"(0,2)",-66,-70,-70,-72,-52,-79,-76,-76,-77,-79,-70,-77,-77,-64,-80,-78
2186,"(0,2)",-66,-70,-71,-71,-52,-79,-77,-76,-77,-79,-70,-77,-77,-63,-79,-78
2187,"(0,2)",-66,-70,-71,-71,-52,-79,-77,-76,-77,-79,-70,-77,-77,-68,-79,-78
2188,"(0,2)",-66,-70,-71,-71,-52,-79,-77,-77,-77,-79,-70,-77,-77,-66,-79,-78
2189,"(0,2)",-66,-70,-71,-71,-52,-79,-77,-77,-77,-79,-70,-77,-77,-66,-79,-78
2190,"(0,2)",-66,-70,-71,-71,-52,-79,-75,-77,-77,-79,-70,-77,-76,-66,-79,-78
2191,"(0,2)",-66,-70,-71,-72,-52,-79,-76,-77,-77,-79,-70,-77,-77,-65,-79,-78
2192,"(0,2)",-66,-70,-70,-72,-52,-79,-76,-77,-77,-79,-70,-77,-76,-65,-79,-78
2193,"(0,2)",-66,-70,-71,-72,-52,-79,-76,-77,-77,-79,-70,-77,-77,-65,-79,-78
2194,"(0,2)",-66,-70,-71,-72,-52,-79,-77,-77,-77,-79,-70,-77,-77,-71,-79,-78
2195,"(0,2)",-66,-70,-71,-72,-52,-79,-78,-77,-77,-79,-70,-77,-77,-69,-79,-78
2196,"(0,2)",-66,-70,-71,-72,-52,-79,-78,-77,-77,-79,-70,-77,-76,-66,-79,-78
2197,"(0,2)",-66,-70,-71,-72,-52,-79,-78,-77,-77,-79,-70,-77,-77,-64,-79,-78
2198,"(0,2)",-66,-70,-71,-73,-52,-78,-78,-76,-77,-79,-70,-77,-76,-64,-79,-78
2199,"(0,2)",-66,-70,-71,-72,-52,-78,-78,-76,-77,-79,-70,-77,-76,-64,-79,-78
2200,"(0,2)",-66,-70,-71,-72,-52,-78,-78,-77,-77,-79,-70,-77,-77,-62,-79,-78
2201,"(0,2)",-66,-70,-71,-71,-52,-78,-78,-77,-77,-79,-70,-77,-77,-64,-79,-78
2202,"(0,2)",-66,-70,-71,-71,-52,-78,-76,-76,-77,-79,-70,-77,-77,-62,-79,-78
2203,"(0,2)",-66,-70,-71,-72,-52,-78,-76,-77,-77,-79,-70,-77,-78,-65,-79,-78
2204,"(0,2)",-66,-70,-71,-72,-52,-78,-77,-77,-75,-79,-70,-77,-78,-65,-79,-78
2205,"(0,2)",-66,-70,-71,-72,-52,-78,-77,-77,-76,-79,-74,-77,-77,-66,-79,-78
2206,"(0,2)",-66,-70,-71,-72,-55,-78,-77,-77,-76,-79,-72,-77,-76,-66,-79,-78
2207,"(0,2)",-66,-70,-71,-71,-53,-78,-77,-77,-77,-79,-72,-77,-76,-65,-79,-78
2208,"(0,2)",-66,-70,-71,-72,-52,-78,-78,-77,-77,-79,-71,-77,-77,-64,-79,-78
2209,"(0,2)",-66,-70,-71,-72,-52,-78,-78,-77,-77,-79,-71,-77,-76,-69,-79,-78
2210,"(0,2)",-66,-70,-71,-72,-52,-78,-78,-76,-77,-79,-71,-77,-76,-68,-79,-78
2211,"(0,2)",-66,-70,-71,-72,-52,-78,-78,-76,-77,-79,-71,-77,-76,-67,-79,-78
2212,"(0,2)",-66,-70,-71,-73,-52,-78,-78,-77,-77,-79,-71,-77,-76,-67,-79,-78
2213,"(0,2)",-66,-70,-71,-72,-52,-78,-77,-77,-77,-79,-71,-77,-76,-66,-79,-78
2214,"(0,2)",-66,-70,-72,-72,-52,-78,-77,-77,-77,-79,-71,-77,-77,-65,-79,-78
2215,"(0,2)",-66,-72,-72,-72,-52,-78,-77,-77,-77,-79,-71,-77,-77,-65,-79,-78
2216,"(0,2)",-66,-72,-72,-72,-52,-78,-77,-77,-76,-79,-71,-77,-76,-65,-79,-78
2217,"(0,2)",-66,-72,-72,-72,-52,-78,-77,-77,-77,-79,-70,-77,-77,-64,-79,-78
2218,"(0,2)",-66,-71,-72,-73,-52,-78,-77,-77,-76,-79,-70,-77,-77,-65,-79,-78
2219,"(0,2)",-66,-71,-72,-73,-52,-78,-77,-77,-77,-79,-70,-77,-77,-68,-79,-78
2220,"(0,2)",-66,-71,-72,-73,-52,-78,-77,-77,-77,-79,-70,-77,-77,-66,-79,-78
2221,"(0,2)",-66,-71,-72,-73,-52,-78,-77,-77,-77,-79,-70,-77,-77,-65,-79,-78
2222,"(0,2)",-66,-71,-72,-73,-52,-78,-77,-78,-75,-79,-70,-77,-79,-65,-79,-78
2223,"(0,2)",-66,-71,-72,-72,-52,-78,-77,-78,-76,-79,-70,-77,-78,-64,-79,-78
2224,"(0,2)",-66,-71,-72,-72,-52,-77,-77,-77,-75,-79,-70,-77,-78,-64,-79,-78
2225,"(0,2)",-66,-71,-72,-72,-52,-77,-77,-77,-75,-79,-70,-77,-77,-65,-79,-78
2226,"(0,2)",-66,-71,-72,-72,-52,-77,-77,-77,-75,-79,-70,-77,-77,-64,-79,-78
2227,"(0,2)",-66,-71,-71,-71,-52,-77,-77,-77,-75,-79,-71,-77,-76,-64,-79,-78
2228,"(0,2)",-66,-71,-71,-71,-52,-77,-77,-77,-76,-79,-71,-77,-76,-65,-79,-78
2229,"(0,2)",-66,-71,-71,-71,-52,-77,-77,-77,-76,-79,-71,-77,-76,-64,-79,-78
2230,"(0,2)",-66,-71,-71,-71,-52,-77,-76,-76,-76,-79,-70,-77,-76,-64,-79,-78
2231,"(0,2)",-66,-71,-71,-71,-59,-77,-76,-75,-77,-79,-70,-77,-76,-64,-79,-78
2232,"(0,2)",-66,-71,-71,-72,-56,-77,-77,-75,-77,-79,-70,-77,-76,-65,-79,-78
2233,"(0,2)",-66,-73,-71,-72,-54,-77,-77,-74,-77,-79,-70,-77,-76,-65,-79,-78
2234,"(0,2)",-66,-72,-71,-72,-53,-77,-77,-75,-77,-79,-70,-77,-76,-65,-79,-78
2235,"(0,2)",-66,-72,-71,-71,-52,-77,-75,-75,-77,-79,-70,-77,-76,-65,-79,-78
2236,"(0,2)",-66,-72,-70,-71,-52,-78,-76,-76,-76,-79,-70,-77,-76,-64,-79,-78
2237,"(0,2)",-66,-72,-70,-71,-52,-78,-77,-77,-77,-79,-70,-77,-77,-66,-79,-78
2238,"(0,2)",-66,-72,-71,-71,-52,-78,-77,-77,-77,-79,-70,-77,-76,-65,-79,-78
2239,"(0,2)",-66,-72,-71,-71,-52,-78,-77,-77,-77,-79,-70,-77,-76,-65,-79,-78
2240,"(0,2)",-66,-71,-71,-71,-52,-78,-77,-77,-77,-79,-70,-77,-77,-65,-79,-78
2241,"(0,2)",-66,-71,-71,-71,-52,-78,-78,-77,-77,-79,-70,-77,-77,-65,-79,-78
2242,"(0,2)",-66,-71,-71,-71,-52,-78,-78,-77,-76,-79,-70,-77,-76,-64,-79,-78
2243,"(0,2)",-66,-71,-71,-71,-52,-78,-77,-77,-76,-79,-70,-77,-75,-64,-79,-78
2244,"(0,2)",-66,-71,-71,-71,-52,-78,-76,-77,-77,-79,-70,-77,-76,-67,-79,-78
2245,"(0,2)",-66,-71,-71,-71,-52,-78,-77,-77,-77,-79,-70,-77,-76,-66,-79,-78
2246,"(0,2)",-66,-71,-71,-71,-52,-78,-76,-77,-77,-79,-70,-77,-76,-64,-79,-78
2247,"(0,2)",-66,-71,-71,-71,-52,-78,-77,-77,-77,-79,-70,-77,-75,-65,-79,-78
2248,"(0,2)",-66,-70,-71,-71,-52,-78,-76,-77,-77,-79,-70,-77,-76,-65,-79,-78
2249,"(0,2)",-66,-70,-71,-71,-52,-78,-77,-77,-77,-79,-70,-77,-76,-65,-84,-78
2250,"(0,2)",-66,-70,-71,-71,-52,-78,-77,-77,-77,-78,-70,-77,-77,-65,-83,-78
2251,"(0,2)",-66,-70,-71,-71,-52,-78,-76,-76,-77,-78,-70,-77,-77,-64,-81,-78
2252,"(0,2)",-66,-70,-71,-71,-52,-81,-75,-76,-77,-79,-70,-77,-76,-63,-81,-78
2253,"(0,2)",-66,-70,-71,-71,-52,-81,-76,-76,-78,-79,-70,-77,-77,-63,-81,-78
2254,"(0,2)",-66,-70,-72,-73,-52,-81,-77,-76,-77,-79,-70,-77,-77,-62,-81,-78
2255,"(0,2)",-66,-70,-72,-72,-52,-81,-77,-76,-77,-79,-70,-77,-77,-63,-81,-78
2256,"(0,2)",-66,-70,-72,-72,-52,-80,-76,-76,-77,-79,-70,-77,-76,-63,-81,-78
2257,"(0,2)",-66,-70,-72,-72,-52,-79,-77,-76,-77,-79,-70,-77,-77,-64,-81,-78
2258,"(0,2)",-66,-70,-71,-72,-52,-79,-77,-76,-77,-79,-70,-77,-77,-62,-81,-78
2259,"(0,2)",-66,-70,-71,-72,-52,-79,-77,-77,-77,-79,-76,-77,-77,-61,-81,-78
2260,"(0,2)",-66,-70,-71,-72,-52,-78,-77,-76,-77,-79,-75,-77,-76,-63,-80,-78
2261,"(0,2)",-66,-70,-71,-72,-52,-78,-77,-77,-77,-79,-75,-77,-76,-63,-80,-78
2262,"(0,2)",-66,-71,-71,-72,-52,-78,-77,-76,-78,-79,-73,-77,-76,-64,-80,-77
2263,"(0,2)",-66,-71,-71,-72,-52,-78,-77,-76,-78,-79,-73,-77,-76,-65,-80,-77
2264,"(0,2)",-66,-71,-70,-72,-52,-78,-77,-76,-78,-79,-72,-77,-76,-64,-80,-77
2265,"(0,2)",-66,-71,-70,-72,-52,-78,-77,-76,-78,-79,-71,-77,-75,-65,-80,-77
2266,"(0,2)",-66,-71,-71,-72,-52,-78,-77,-76,-78,-79,-71,-77,-76,-65,-80,-77
